text,translation
['Mostrata ho lui tutta la gente ria;e ora intendo mostrar quelli spirtiche purgan sé sotto la tua balìa.'],['Gli ho mostrato tutti i dannati; ora voglio mostrargli quelle anime (i penitenti) che si purificano sotto la tua custodia.']
"['Com’io l’ho tratto, saria lungo a dirti;de l’alto scende virtù che m’aiutaconducerlo a vederti e a udirti.']","[""Sarebbe lungo spiegarti come l'ho condotto fin qui; dal Cielo scende una virtù che mi aiuta a portarlo qui, per vederti e udirti.""]"
"['Or ti piaccia gradir la sua venuta:libertà va cercando, ch’è sì cara,come sa chi per lei vita rifiuta.']","['Ora ti prego di accogliere la sua venuta: va cercando la libertà, che è molto preziosa come sa chi in suo nome rinuncia alla propria vita.']"
"['Tu ‘l sai, ché non ti fu per lei amarain Utica la morte, ove lasciastila vesta ch’al gran dì sarà sì chiara.']","['Tu lo sai bene, poiché per la libertà affrontasti la morte ad Utica, dove lasciasti il corpo che il Giorno del Giudizio risplenderà.']"
"['Non son li editti etterni per noi guasti,ché questi vive, e Minòs me non lega;ma son del cerchio ove son li occhi castidi Marzia tua, che ‘n vista ancor ti priega,o santo petto, che per tua la tegni:per lo suo amore adunque a noi ti piega.']","['Gli editti eterni non sono infranti da noi, in quanto Dante è vivo e Minosse non ha potere su di me: infatti vengo dal Cerchio (Limbo) dove sono gli occhi puri di tua moglie Marzia, che a vederla sembra pregarti di considerarla ancora tua, o petto santo: in nome del suo amore, dunque, piegati a noi.']"
"['Lasciane andar per li tuoi sette regni;grazie riporterò di te a lei,se d’esser mentovato là giù degni».']","['Lasciaci andare per le sette Cornici del Purgatorio; io ti ringrazierò di fronte a lei, se tu accetti di essere menzionato laggiù».']"
"['«Marzia piacque tanto a li occhi mieimentre ch’i’ fu’ di là», diss’elli allora,«che quante grazie volse da me, fei.']","['Egli allora disse: «Fin che fui in vita, Marzia fu così diletta ai miei occhi che esaudii ogni suo desiderio.']"
"['Or che di là dal mal fiume dimora,più muover non mi può, per quella leggeche fatta fu quando me n’usci’ fora.']","['Ora che risiede al di là del fiume infernale (Acheronte) non può più commuovermi, in forza di quella legge che fu emanata quando io ne uscii fuori.']"
"['Ma se donna del ciel ti muove e regge,come tu di’, non c’è mestier lusinghe:bastisi ben che per lei mi richegge.']","['Ma se una donna beata, come dici, muove i tuoi passi, non servono lusinghe: è sufficiente pregarmi in suo nome.']"
"['Va dunque, e fa che tu costui ricinghed’un giunco schietto e che li lavi ‘l viso,sì ch’ogne sucidume quindi stinghe;']","[""Va' dunque, e fa' in modo di cingere i fianchi di costui con un giunco liscio e lavagli il viso, in modo tale da eliminare da esso ogni sudiciume;""]"
"['ché non si converria, l’occhio sorprisod’alcuna nebbia, andar dinanzi al primoministro, ch’è di quei di paradiso.']","[""infatti non sarebbe opportuno presentarsi di fronte al primo ministro di Paradiso (l'angelo guardiano) con l'occhio velato da una qualche nebbia.""]"
"['Questa isoletta intorno ad imo ad imo,là giù colà dove la batte l’onda,porta di giunchi sovra ‘l molle limo;']","['Questa isoletta, nelle sue parti più basse, là dove è battuta dalle onde, è piena di giunchi sul molle fango;']"
"['null’altra pianta che facesse frondao indurasse, vi puote aver vita,però ch’a le percosse non seconda.']","[""nessun'altra pianta che avesse fronde o un tronco rigido vi può crescere, poiché non si piegherebbe all'impeto delle onde.""]"
"['Poscia non sia di qua vostra reddita;lo sol vi mosterrà, che surge omai,prendere il monte a più lieve salita».']","['Poi il vostro ritorno non sia da questa parte; il sole, che ormai sorge, vi indicherà la direzione dove trovare un facile accesso alla montagna».']"
"['Così sparì; e io sù mi levaisanza parlare, e tutto mi ritrassial duca mio, e li occhi a lui drizzai.']","['Così svanì; e io mi alzai senza parlare, e mi trassi verso la mia guida, rivolgendo a lui il mio sguardo.']"
"['El cominciò: «Figliuol, segui i miei passi:volgianci in dietro, ché di qua dichinaquesta pianura a’ suoi termini bassi».']","['Egli iniziò: «Figliolo, segui i miei passi: torniamo indietro, poiché di qua la pianura declina dolcemente verso il punto più basso».']"
"['L’alba vinceva l’ora mattutinache fuggia innanzi, sì che di lontanoconobbi il tremolar de la marina.']","[""La luce dell'alba vinceva l'ultima ora della notte che fuggiva di fronte a lei, cosicché da lontano vidi il tremolio della superficie del mare.""]"
"['Noi andavam per lo solingo pianocom’om che torna a la perduta strada,che ‘nfino ad essa li pare ire in vano.']","['Noi andavamo lungo la pianura solitaria, come qualcuno che ritrova la strada perduta e che, fino ad essa, ha creduto di camminare invano.']"
"['Quando noi fummo là ‘ve la rugiadapugna col sole, per essere in partedove, ad orezza, poco si dirada,ambo le mani in su l’erbetta spartesoavemente ‘l mio maestro pose:ond’io, che fui accorto di sua arte,']","[""Quando fummo là dove la rugiada combatte col sole, poiché è in punto dove c'è ombra ed evapora poco, il mio maestro pose ambo le mani sull'erbetta, a palme aperte:""]"
['porsi ver’ lui le guance lagrimose:ivi mi fece tutto discovertoquel color che l’inferno mi nascose.'],"[""allora io, che avevo capito cosa volesse fare, porsi verso di lui le guance ancora sporche di pianto: lui mi scoprì il colore del viso che l'Inferno aveva nascosto.""]"
"['Venimmo poi in sul lito diserto,che mai non vide navicar sue acqueomo, che di tornar sia poscia esperto.']","['Giungemmo poi sul lido deserto, che non vide mai navigare nessuno che poi fosse in grado di tornare indietro.']"
"['Quivi mi cinse sì com’altrui piacque:oh maraviglia! ché qual elli scelsel’umile pianta, cotal si rinacquesubitamente là onde l’avelse.']","[""Qui Virgilio mi cinse come Catone gli aveva detto: che meraviglia! Infatti, dopo che egli ebbe strappato l'umile pianta che aveva scelto, questa rinacque subito tale quale era nello stesso punto.""]"
