text,translation
"['Ed una lupa, che di tutte bramesembiava carca ne la sua magrezza,e molte genti fé già viver grame,questa mi porse tanto di gravezzacon la paura ch’uscia di sua vista,ch’io perdei la speranza de l’altezza.']","['Ed ecco apparire una lupa, che nella sua magrezza sembrava piena di tutti i desideri e spinse molte persone a vivere miseramente; questa mi procurò una tale angoscia, col terrore che mi ispirava il suo aspetto, che persi la speranza di raggiungere la sommità del colle.']"
"['E qual è quei che volentieri acquista,e giugne ’l tempo che perder lo face,che ’n tutti i suoi pensier piange e s’attrista,tal mi fece la bestia sanza pace,che venendomi ’ncontro a poco a pocomi ripigneva là dove ’l sol tace.']","[""E come colui che acquista volentieri, e poi arriva il tempo in cui perde ogni cosa, per cui piange e si rattrista in ogni pensiero, così mi rese la belva senza pace, che venendo contro di me mi sospingeva poco a poco verso il basso, dove non c'era il sole.""]"
"['Mentre ch’i’ rovinava in basso loco,dinanzi agli occhi mi si fu offertochi per lungo silenzio parea fioco.']","['Mentre io scivolavo a valle, verso la foresta, apparve davanti ai miei occhi qualcuno che non riuscivo a vedere bene per la penombra.']"
"['Quando vidi costui nel gran diserto,«Miserere di me,» gridai a lui,«qual che tu sii, od ombra od omo certo!»']","[""Quando vidi costui nel luogo deserto, gli gridai: «Abbi pietà di me, chiunque tu sia, un'anima o un uomo in carne e ossa!»""]"
"['Rispuosemi: «Non omo, omo già fui,e li parenti miei furon lombardi,mantoani per patria ambedui.']","['Mi rispose: «No, non sono un uomo, lo sono già stato, e i miei genitori furono della Lombardia, entrambi nativi di Mantova.']"
"['Nacqui sub Iulio, ancor che fosse tardi,e vissi a Roma sotto ’l buono Augustoal tempo de li dei falsi e bugiardi.']","['Nacqui sotto il governo di Giulio Cesare, anche se negli ultimi anni, e vissi a Roma sotto il governo del buon imperatore Augusto, al tempo degli dei pagani.']"
"['Poeta fui, e cantai di quel giustofigliuol d’Anchise che venne di Troiapoi che il superbo Ilïón fu combusto.']","['Fui poeta, e cantai di quel giusto figlio di Anchise  che fuggì da Troia dopo che il superbo Ilio  fu bruciato.']"
['Ma tu perché ritorni a tanta noia?perché non sali il dilettoso montech’è principio e cagion di tutta gioia?»'],"['Ma tu, perché ritorni al male della foresta? Perché non scali il colle gioioso, che è principio e causa di ogni felicità?»']"
"['«Or se’ tu quel Virgilio e quella fonteche spandi di parlar sì largo fiume?»,rispuos’io lui con vergognosa fronte.']",['«Allora tu sei quel Virgilio e quella sorgente che spande un così largo fiume di parole?» gli risposi vergognandomi.']
"['«O de li altri poeti onore e lume,vagliami ’l lungo studio e ’l grande amoreche m’ha fatto cercar lo tuo volume.']","['«O tu che sei luce e guida degli altri poeti, mi siano di aiuto il lungo impegno e il grande amore che mi hanno spinto a leggere la tua opera!']"
"['Tu se’ lo mio maestro e ’l mio autore,tu se’ solo colui da cu’ io tolsilo bello stilo che m’ha fatto onore.']",['Tu sei il mio maestro e il mio modello; tu sei il solo da cui io trassi il bello stile che mi ha reso celebre.']
"['Vedi la bestia per cu’ io mi volsi;aiutami da lei, famoso saggio,ch’ella mi fa tremar le vene e i polsi».']","['Vedi la belva che mi ha fatto voltare; aiutami da lei, famoso sapiente, poiché essa fa tremare ogni goccia del mio sangue».']"
"['«A te convien tenere altro viaggio,»rispuose, poi che lagrimar mi vide,«se vuo’ campar d’esto loco selvaggio;']","['«Tu devi compiere un altro viaggio,» mi rispose dopo avermi visto piangere, «se vuoi salvarti da questo luogo selvaggio.']"
"['ché questa bestia, per la qual tu gride,non lascia altrui passar per la sua via,ma tanto lo ’mpedisce che l’uccide;']","['Infatti, la belva che ti fa urlare non lascia passare nessuno per la sua strada, ma lo impedisce al punto di ucciderlo.']"
"['e ha natura sì malvagia e ria,che mai non empie la bramosa voglia,e dopo ’l pasto ha più fame che pria.']","[""E ha un'indole così malvagia e malefica che non può mai soddisfare la sua bramosia, e dopo ogni pasto ha più fame di prima.""]"
"['Molti son li animali a cui s’ammoglia,e più saranno ancora, infin che ’l veltroverrà, che la farà morir con doglia.']","['Sono molti gli animali a cui si accoppia, e saranno sempre di più, finché arriverà il cane da caccia (veltro) che la farà morire con dolore.']"
"['Questi non ciberà terra né peltro,ma sapïenza, amore e virtute,e sua nazion sarà tra feltro e feltro.']","['Costui non baderà alle ricchezze materiali, ma solo a quelle spirituali e la sua nascita avverrà tra feltro e feltro.']"
"['Di quella umile Italia fia saluteper cui morì la vergine Cammilla,Eurìalo e Turno e Niso di ferute.']","[""Sarà la salvezza di quell'umile Italia, per cui morirono in battaglia Eurialo e Niso, Turno, la vergine Camilla.""]"
"['Questi la caccerà per ogne villa,fin che l’avrà rimessa ne lo ’nferno,là onde invidia prima dipartilla.']","[""Costui le darà la caccia per ogni città, finché l'avrà rimessa nell'Inferno da dove l'invidia  la fece uscire per la prima volta.""]"
"['Ond’io per lo tuo me’ penso e discernoche tu mi segui, ed io sarò tua guida,e trarrotti di qui per loco etterno,ove udirai le disperate strida,vedrai li antichi spiriti dolenti,ch’a la seconda morte ciascun grida;']","[""Perciò io penso e giudico per il tuo bene che tu debba seguirmi, e io ti farò da guida; e ti porterò via di qui per guidarti in un luogo dell'Oltretomba, dove udirai le grida disperate e vedrai le antiche anime dei dannati, ciascuno dei quali invoca la morte definitiva.""]"
"['e vederai color che son contentinel foco, perché speran di venirequando che sia a le beate genti.']","['E poi vedrai coloro che sono contenti di subire pene , perché sperano un giorno di raggiungere i beati del Paradiso.']"
"['A le quai poi se tu vorrai salire,anima fia a ciò di me più degna:con lei ti lascerò nel mio partire;']","[""E se poi tu vorrai salire a visitare questi ultimi, allora ci sarà un'anima più degna di me per farti da guida: quando me ne andrò, ti lascerò con lei.""]"
"['ché quello imperador che lassù regna,perch’i’ fu’ ribellante a la sua legge,non vuol che ’n sua città per me si vegna.']","[""Infatti, quell'imperatore che regna lassù, non vuole che io entri nella sua città, in quanto fui ribelle alla sua legge .""]"
['In tutte parti impera e quivi regge;quivi è la sua città e l’alto seggio;oh felice colui cu’ ivi elegge!»'],"[""Dio ha autorità in tutto l'Universo e in Paradiso governa; qui c'è la sua città e il suo alto trono; oh, felice colui che sceglie per risiedere in quel luogo!»""]"
"['E io a lui: «Poeta, io ti richeggioper quello Dio che tu non conoscesti,a ciò ch’io fugga questo male e peggio,che tu mi meni là dov’or dicesti,sì ch’io veggia la porta di san Pietroe color che tu fai cotanto mesti».']","['E io gli dissi: «Poeta, in nome di quel Dio che non hai conosciuto e affinché io fugga questo male e altri peggiori, ti chiedo di condurmi là dove hai detto, così che io veda la porta di San Pietro e coloro che descrivi tanto miseri».']"
"['Allor si mosse, e io li tenni dietro.']","['Allora si mise in cammino, e io lo seguii.']"
"['Per correr miglior acque alza le veleomai la navicella del mio ingegno,che lascia dietro a sé mar sì crudele;']","[""La navicella del mio ingegno, ormai, alza le vele per percorrere acque migliori e lascia dietro di sé il mare crudele dell'Inferno;""]"
['e canterò di quel secondo regnodove l’umano spirito si purgae di salire al ciel diventa degno.'],"[""e io canterò di quel secondo regno in cui l'anima umana si purifica e diventa degna di salire al cielo.""]"
"['Ma qui la morta poesì resurga,o sante Muse, poi che vostro sono;e qui Caliopè alquanto surga,seguitando il mio canto con quel suonodi cui le Piche misere sentirolo colpo tal, che disperar perdono.']","['Ma qui la poesia morta risorga, o sante Muse, dal momento che sono consacrato a voi; e qui si sollevi alquanto Calliope, assistendo il mio canto con quel suono di cui le misere gazze sentirono un tale colpo che disperarono di essere perdonate.']"
"['Dolce color d’oriental zaffiro,che s’accoglieva nel sereno aspettodel mezzo, puro infino al primo giro,a li occhi miei ricominciò diletto,tosto ch’io usci’ fuor de l’aura mortache m’avea contristati li occhi e ‘l petto.']","[""Un dolce colore di zaffiro orientale, che si raccoglieva nell'aspetto sereno dell'aria pura fino all'orizzonte, restituì gioia ai miei occhi non appena io uscii fuori dall'aria morta, che mi aveva rattristato gli occhi e il cuore.""]"
"['Lo bel pianeto che d’amar confortafaceva tutto rider l’oriente,velando i Pesci ch’erano in sua scorta.']","[""Il bel pianeta  che spinge ad amare illuminava gioiosamente tutto l'oriente, offuscando con la sua luce la costellazione dei Pesci che lo seguiva.""]"
"['I’ mi volsi a man destra, e puosi mentea l’altro polo, e vidi quattro stellenon viste mai fuor ch’a la prima gente.']","['Io mi rivolsi alla mia destra e osservai il cielo australe, vedendo quattro stelle che nessuno ha mai visto eccetto i primi progenitori (Adamo ed Eva).']"
"['Goder pareva ‘l ciel di lor fiammelle:oh settentrional vedovo sito,poi che privato se’ di mirar quelle!']","['Il cielo sembrava godere della loro luce: o emisfero boreale, sei davvero desolato non potendo ammirare quelle stelle!']"
"['Com’io da loro sguardo fui partito,un poco me volgendo a l ‘altro polo,là onde il Carro già era sparito,']","[""Non appena ebbi distolto il mio sguardo da esse, volgendomi un poco al cielo boreale da dove ormai l'Orsa Maggiore era tramontata,""]"
"['vidi presso di me un veglio solo,degno di tanta reverenza in vista,che più non dee a padre alcun figliuolo.']","['vidi accanto a me un vecchio solitario, che a guardarlo ispirava tanto rispetto quanto è quello che un figlio deve al proprio padre.']"
"['Lunga la barba e di pel bianco mistaportava, a’ suoi capelli simigliante,de’ quai cadeva al petto doppia lista.']","['Portava la barba lunga e con peli bianchi e neri, simile ai suoi capelli, dei quali ricadevano sul petto due lunghe trecce.']"
"['Li raggi de le quattro luci santefregiavan sì la sua faccia di lume,ch’i’ ’l vedea come ’l sol fosse davante.']","['La luce delle quattro stelle sante illuminava il suo volto, al punto che io lo vedevo come se avesse avuto il sole di fronte.']"
"['«Chi siete voi che contro al cieco fiumefuggita avete la pregione etterna?»,diss’el, movendo quelle oneste piume.']","['Egli ci disse, muovendo quella barba dignitosa: «Chi siete voi, che risalendo il fiume sotterraneo siete fuggiti dalla prigione eterna?']"
"['«Chi v’ha guidati, o che vi fu lucerna,uscendo fuor de la profonda notteche sempre nera fa la valle inferna?']","['Chi vi ha guidati e cosa vi ha indicato la strada, uscendo fuori dalla notte profonda che rende sempre oscura la voragine infernale?']"
"['Son le leggi d’abisso così rotte?o è mutato in ciel novo consiglio,che, dannati, venite a le mie grotte?».']","[""Le leggi dell'abisso sono così prive di valore? o in Cielo è stata emanata una nuova legge in base alla quale voi, dannati, venite alle rocce che io custodisco?»""]"
"['Lo duca mio allor mi diè di piglio,e con parole e con mani e con cennireverenti mi fé le gambe e ‘l ciglio.']","['Allora il mio maestro mi afferrò, e con le parole, con le mani e coi gesti mi indusse a inginocchiarmi e abbassare lo sguardo.']"
"['Poscia rispuose lui: «Da me non venni:donna scese del ciel, per li cui prieghide la mia compagnia costui sovvenni.']","['Poi gli rispose: «Non sono venuto qui di mia iniziativa: scese dal Cielo una donna, per le cui preghiere aiutai costui con la mia assistenza.']"
"['Ma da ch’è tuo voler che più si spieghidi nostra condizion com’ell’è vera,esser non puote il mio che a te si nieghi.']","['Ma poiché il tuo desiderio è che ti spieghiamo con maggiori dettagli la nostra condizione, non è possibile che il mio desiderio sia difforme dal tuo.']"
"['Questi non vide mai l’ultima sera;ma per la sua follia le fu sì presso,che molto poco tempo a volger era.']","['Questi non è mai morto, ma per il suo peccato fu così vicino ad esserlo che non sarebbe passato molto tempo.']"
"['Sì com’io dissi, fui mandato ad essoper lui campare; e non lì era altra viache questa per la quale i’ mi son messo.']","[""Come ti ho detto, fui inviato a soccorrerlo; e non c'era altra strada se non questa per la quale mi sono inoltrato con lui.""]"
['Mostrata ho lui tutta la gente ria;e ora intendo mostrar quelli spirtiche purgan sé sotto la tua balìa.'],['Gli ho mostrato tutti i dannati; ora voglio mostrargli quelle anime (i penitenti) che si purificano sotto la tua custodia.']
"['Com’io l’ho tratto, saria lungo a dirti;de l’alto scende virtù che m’aiutaconducerlo a vederti e a udirti.']","[""Sarebbe lungo spiegarti come l'ho condotto fin qui; dal Cielo scende una virtù che mi aiuta a portarlo qui, per vederti e udirti.""]"
"['Or ti piaccia gradir la sua venuta:libertà va cercando, ch’è sì cara,come sa chi per lei vita rifiuta.']","['Ora ti prego di accogliere la sua venuta: va cercando la libertà, che è molto preziosa come sa chi in suo nome rinuncia alla propria vita.']"
"['Tu ‘l sai, ché non ti fu per lei amarain Utica la morte, ove lasciastila vesta ch’al gran dì sarà sì chiara.']","['Tu lo sai bene, poiché per la libertà affrontasti la morte ad Utica, dove lasciasti il corpo che il Giorno del Giudizio risplenderà.']"
"['Non son li editti etterni per noi guasti,ché questi vive, e Minòs me non lega;ma son del cerchio ove son li occhi castidi Marzia tua, che ‘n vista ancor ti priega,o santo petto, che per tua la tegni:per lo suo amore adunque a noi ti piega.']","['Gli editti eterni non sono infranti da noi, in quanto Dante è vivo e Minosse non ha potere su di me: infatti vengo dal Cerchio dove sono gli occhi puri di tua moglie Marzia, che a vederla sembra pregarti di considerarla ancora tua, o petto santo: in nome del suo amore, dunque, piegati a noi.']"
"['Lasciane andar per li tuoi sette regni;grazie riporterò di te a lei,se d’esser mentovato là giù degni».']","['Lasciaci andare per le sette Cornici del Purgatorio; io ti ringrazierò di fronte a lei, se tu accetti di essere menzionato laggiù».']"
"['«Marzia piacque tanto a li occhi mieimentre ch’i’ fu’ di là», diss’elli allora,«che quante grazie volse da me, fei.']","['Egli allora disse: «Fin che fui in vita, Marzia fu così diletta ai miei occhi che esaudii ogni suo desiderio.']"
"['Or che di là dal mal fiume dimora,più muover non mi può, per quella leggeche fatta fu quando me n’usci’ fora.']","['Ora che risiede al di là del fiume infernale non può più commuovermi, in forza di quella legge che fu emanata quando io ne uscii fuori.']"
"['Ma se donna del ciel ti muove e regge,come tu di’, non c’è mestier lusinghe:bastisi ben che per lei mi richegge.']","['Ma se una donna beata, come dici, muove i tuoi passi, non servono lusinghe: è sufficiente pregarmi in suo nome.']"
"['Va dunque, e fa che tu costui ricinghed’un giunco schietto e che li lavi ‘l viso,sì ch’ogne sucidume quindi stinghe;']","[""Va' dunque, e fa' in modo di cingere i fianchi di costui con un giunco liscio e lavagli il viso, in modo tale da eliminare da esso ogni sudiciume;""]"
"['ché non si converria, l’occhio sorprisod’alcuna nebbia, andar dinanzi al primoministro, ch’è di quei di paradiso.']","[""infatti non sarebbe opportuno presentarsi di fronte al primo ministro di Paradiso con l'occhio velato da una qualche nebbia.""]"
"['Questa isoletta intorno ad imo ad imo,là giù colà dove la batte l’onda,porta di giunchi sovra ‘l molle limo;']","['Questa isoletta, nelle sue parti più basse, là dove è battuta dalle onde, è piena di giunchi sul molle fango;']"
"['null’altra pianta che facesse frondao indurasse, vi puote aver vita,però ch’a le percosse non seconda.']","[""nessun'altra pianta che avesse fronde o un tronco rigido vi può crescere, poiché non si piegherebbe all'impeto delle onde.""]"
"['Poscia non sia di qua vostra reddita;lo sol vi mosterrà, che surge omai,prendere il monte a più lieve salita».']","['Poi il vostro ritorno non sia da questa parte; il sole, che ormai sorge, vi indicherà la direzione dove trovare un facile accesso alla montagna».']"
"['Così sparì; e io sù mi levaisanza parlare, e tutto mi ritrassial duca mio, e li occhi a lui drizzai.']","['Così svanì; e io mi alzai senza parlare, e mi trassi verso la mia guida, rivolgendo a lui il mio sguardo.']"
"['El cominciò: «Figliuol, segui i miei passi:volgianci in dietro, ché di qua dichinaquesta pianura a’ suoi termini bassi».']","['Egli iniziò: «Figliolo, segui i miei passi: torniamo indietro, poiché di qua la pianura declina dolcemente verso il punto più basso».']"
"['L’alba vinceva l’ora mattutinache fuggia innanzi, sì che di lontanoconobbi il tremolar de la marina.']","[""La luce dell'alba vinceva l'ultima ora della notte che fuggiva di fronte a lei, cosicché da lontano vidi il tremolio della superficie del mare.""]"
"['Noi andavam per lo solingo pianocom’om che torna a la perduta strada,che ‘nfino ad essa li pare ire in vano.']","['Noi andavamo lungo la pianura solitaria, come qualcuno che ritrova la strada perduta e che, fino ad essa, ha creduto di camminare invano.']"
"['Quando noi fummo là ‘ve la rugiadapugna col sole, per essere in partedove, ad orezza, poco si dirada,ambo le mani in su l’erbetta spartesoavemente ‘l mio maestro pose:ond’io, che fui accorto di sua arte,']","[""Quando fummo là dove la rugiada combatte col sole, poiché è in punto dove c'è ombra ed evapora poco, il mio maestro pose ambo le mani sull'erbetta, a palme aperte:""]"
['porsi ver’ lui le guance lagrimose:ivi mi fece tutto discovertoquel color che l’inferno mi nascose.'],"[""allora io, che avevo capito cosa volesse fare, porsi verso di lui le guance ancora sporche di pianto: lui mi scoprì il colore del viso che l'Inferno aveva nascosto.""]"
"['Venimmo poi in sul lito diserto,che mai non vide navicar sue acqueomo, che di tornar sia poscia esperto.']","['Giungemmo poi sul lido deserto, che non vide mai navigare nessuno che poi fosse in grado di tornare indietro.']"
"['Quivi mi cinse sì com’altrui piacque:oh maraviglia! ché qual elli scelsel’umile pianta, cotal si rinacquesubitamente là onde l’avelse.']","[""Qui Virgilio mi cinse come Catone gli aveva detto: che meraviglia! Infatti, dopo che egli ebbe strappato l'umile pianta che aveva scelto, questa rinacque subito tale quale era nello stesso punto.""]"
"['La gloria di colui che tutto moveper l’universo penetra, e risplendein una parte più e meno altrove.Nel ciel che più de la sua luce prendefu’ io, e vidi cose che ridirené sa né può chi di là sù discende;']","[""La potenza di Colui che muove ogni cosa si diffonde in tutto l'Universo e splende più in alcune parti, meno in altre. Io fui nel Cielo che è più illuminato dalla sua luce, e vidi cose che chi scende di lassù non sa né può riferire;""]"
"['perché appressando sé al suo disire,nostro intelletto si profonda tanto,che dietro la memoria non può ire.']","[""infatti, avvicinandosi all'oggetto del suo desiderio (Dio), il nostro intelletto si addentra tanto in profondità che la memoria non lo può seguire.""]"
"['Veramente quant’io del regno santone la mia mente potei far tesoro,sarà ora materia del mio canto.']","[""Tuttavia, l'argomento del mio canto sarà ciò che io riuscii a fissare nella mia mente del regno santo.""]"
"['O buono Appollo, a l’ultimo lavorofammi del tuo valor sì fatto vaso,come dimandi a dar l’amato alloro.']","[""O buono Apollo, concedimi la tua ispirazione per l'ultima Cantica, tanto quanto tu richiedi per concedere l'agognato alloro poetico.""]"
['Infino a qui l’un giogo di Parnasoassai mi fu; ma or con amenduem’è uopo intrar ne l’aringo rimaso.'],"[""Finora mi è stata sufficiente una sola cima del monte Parnaso; ma ora devo accingermi al lavoro rimasto con l'aiuto di entrambe.""]"
"['Entra nel petto mio, e spira tuesì come quando Marsia traestide la vagina de le membra sue.']","[""Entra nel mio petto e ispirami, proprio come quando tirasti fuori Marsia dall'involucro delle sue membra.""]"
"['O divina virtù, se mi ti prestitanto che l’ombra del beato regnosegnata nel mio capo io manifesti,vedra’mi al piè del tuo diletto legnovenire, e coronarmi de le foglieche la materia e tu mi farai degno.']","[""O virtù divina, se ti concedi a me quel tanto che basti a che io esprima una traccia del regno dei beati impressa nella mia mente, mi vedrai venire ai piedi del tuo amato albero, e incoronarmi con le sue foglie di cui tu e l'alto argomento del poema mi renderanno degno.""]"
"['Sì rade volte, padre, se ne coglieper triunfare o cesare o poeta,colpa e vergogna de l’umane voglie,che parturir letizia in su la lietadelfica deità dovria la frondapeneia, quando alcun di sé asseta.']","[""Capita così di rado, padre, che si colga l'alloro per il trionfo di un condottiero o di un poeta, che la fronda di Peneo  dovrebbe far nascere gioia nella gioiosa divinità di Delfi, quando è desiderata da qualcuno.""]"
"['Poca favilla gran fiamma seconda:forse di retro a me con miglior vocisi pregherà perché Cirra risponda.Surge ai mortali per diverse focila lucerna del mondo; ma da quellache quattro cerchi giugne con tre croci,con miglior corso e con migliore stellaesce congiunta, e la mondana cerapiù a suo modo tempera e suggella.']","[""Una grande fiamma segue una debole scintilla: forse dopo di me altri, con voci migliori, pregheranno perché Cirra risponda. La lanterna del mondo  sorge ai mortali da diversi punti dell'orizzonte: ma da quel punto in cui quattro cerchi si intersecano formando tre croci, esso nasce in congiunzione con una stagione più mite e con una stella propizia (l'Ariete, all'equinozio primaverile) ed esercita un più benefico influsso sul mondo.""]"
"['Fatto avea di là mane e di qua seratal foce, e quasi tutto era là biancoquello emisperio, e l’altra parte nera,quando Beatrice in sul sinistro fiancovidi rivolta e riguardar nel sole:aguglia sì non li s’affisse unquanco.']","[""Quel punto aveva fatto pieno giorno in Purgatorio e notte sulla Terra, e un emisfero era tutto bianco e l'altro nero, quando vidi Beatrice voltata a sinistra e intenta a fissare il sole: un'aquila non lo fissò mai in tal modo.""]"
"['E sì come secondo raggio suoleuscir del primo e risalire in suso,pur come pelegrin che tornar vuole,così de l’atto suo, per li occhi infusone l’imagine mia, il mio si fece,e fissi li occhi al sole oltre nostr’uso.']","['E come il raggio riflesso è solito allontanarsi da quello di incidenza e salire in alto con lo stesso angolo, come un pellegrino che vuole tornare in patria, così dal suo atteggiamento infuso nella mia facoltà immaginativa nacque il mio, e fissai il sole al di là delle normali capacità umane.']"
"['Molto è licito là, che qui non lecea le nostre virtù, mercé del locofatto per proprio de l’umana spece.']","[""Là nell'Eden sono permesse molte cose che non lo sono sulla Terra, grazie a quel luogo creato come proprio della specie umana.""]"
"['Io nol soffersi molto, né sì poco,ch’io nol vedessi sfavillar dintorno,com’ferro che bogliente esce del foco;']","[""Io non potei fissare il sole a lungo, ma neppure così poco da non vederlo sfavillare tutt'intorno, come un ferro incandescente appena uscito dal fuoco;""]"
"['e di sùbito parve giorno a giornoessere aggiunto, come quei che puoteavesse il ciel d’un altro sole addorno.']","['e subito sembrò che al giorno ne fosse stato aggiunto un altro, come se Dio avesse adornato il cielo di un secondo sole.']"
"['Beatrice tutta ne l’etterne rotefissa con li occhi stava; e io in leile luci fissi, di là sù rimote.']","['Beatrice teneva lo sguardo fisso sulle ruote celesti; e io fissai a mia volta lo sguardo su di lei, distogliendolo dal cielo.']"
"['Nel suo aspetto tal dentro mi fei,qual si fé Glauco nel gustar de l’erbache ‘l fé consorto in mar de li altri dèi.']","[""Nel guardarla divenni dentro tale quale diventò Glauco quando mangiò l'erba, che lo trasformò in una divinità marina.""]"
['Trasumanar significar per verbanon si poria; però l’essemplo bastia cui esperienza grazia serba.'],"[""Elevarsi al di là dei limiti umani non si potrebbe spiegare a parole: perciò basti l'esempio mitologico a coloro ai quali la grazia divina riserva l'esperienza diretta.""]"
"['S’i’ era sol di me quel che creastinovellamente, amor che ‘l ciel governi,tu ‘l sai, che col tuo lume mi levasti.']","['Se io ero solo ciò che tu, amore che governi il Cielo, creasti per ultima, lo sai tu che mi sollevasti con la tua luce.']"
"['Quando la rota che tu sempiternidesiderato, a sé mi fece attesocon l’armonia che temperi e discerni,parvemi tanto allor del cielo accesode la fiamma del sol, che pioggia o fiumelago non fece alcun tanto disteso.']","[""Quando il movimento rotatorio dei Cieli, che tu rendi eterno col desiderio delle ruote celesti di avvicinarsi a te, attirò la mia attenzione con l'armonia che tu regoli e stabilisci, il cielo mi sembrò a tal punto acceso dalla luce del sole che la pioggia o un fiume non crearono mai un lago tanto ampio.""]"
['La novità del suono e ‘l grande lumedi lor cagion m’accesero un disiomai non sentito di cotanto acume.'],"['La novità del suono e la luce intensa accesero in me il desiderio di conoscerne la causa, così acuto come non lo sentii mai.']"
"['Ond’ella, che vedea me sì com’io,a quietarmi l’animo commosso,pria ch’io a dimandar, la bocca aprio,e cominciò: «Tu stesso ti fai grossocol falso imaginar, sì che non vediciò che vedresti se l’avessi scosso.']","['Allora Beatrice, che leggeva nella mia mente come me stesso, prima che le chiedessi qualcosa aprì la bocca per placare il mio animo turbato e disse: «Tu stesso ti rendi incapace di comprendere con una falsa immaginazione, così che non vedi ciò che vedresti se te fossi liberato.']"
"['Tu non se’ in terra, sì come tu credi;ma folgore, fuggendo il proprio sito,non corse come tu ch’ad esso riedi».']","['Tu non sei in Terra, come credi: ma un fulmine, lasciando la sua sede naturale, non corse così velocemente come tu che torni al luogo che ti è proprio ».']"
"['S’io fui del primo dubbio disvestitoper le sorrise parolette brevi,dentro ad un nuovo più fu’ inretito,e dissi: «Già contento requievidi grande ammirazion; ma ora ammirocom’io trascenda questi corpi levi».']","['Se io fui liberato dal primo dubbio grazie a quelle brevi e sorridenti parole, fui colto da un altro dubbio, e dissi: «Ora la mia grande meraviglia si è placata; ma adesso mi stupisco di come io possa salire oltre questi corpi leggeri».']"
