text,translation
"['Voi ch'ascoltate in rime sparse il suono di quei sospiri ond'io nudriva 'l core in sul mio primo giovenile errore quand'era in parte altr'uom da quel ch'i' sono,']","['Voi che ascoltate in queste poesie il suono di quei sospiri con i quali io nutrivo il mio cuore al tempo del mio errore giovanile,']"
"['del vario stile in ch'io piango et ragiono fra le vane speranze e 'l van dolore, ove sia chi per prova intenda amore, spero trovar pietà, nonché perdono.']","['quand'ero in parte un uomo diverso da quello che sono adesso, spero di trovare la compassione e il perdono tra coloro che capiscono l'amore perché lo hanno provato,']"
"['Ma ben veggio or sí come al popol tutto favola fui gran tempo, onde sovente di me medesmo meco mi vergogno;']","['perdono dello stile diseguale nel quale io rifletto piangendo fra la vana speranza e il vano dolore. Ma io vedo bene adesso, come per molto tempo io fui canzonato da tutti,']"
"['et del mio vaneggiar vergogna è 'l frutto, e 'l pentersi, e 'l conoscer chiaramente che quanto piace al mondo è breve sogno.']","['motivo per cui io spesso mi vergogno di me stesso; del mio innamoramento folle i frutti sono la vergogna, il pentimento e il riconoscere con chiarezza che tutto ciò che rende felice la vita in questo mondo è un breve sogno.']"
"['Per fare una leggiadra sua vendetta et punire in un dí ben mille offese, celatamente Amor l'arco riprese, come huom ch'a nocer luogo et tempo aspetta.']","['Come colui che aspetta il momento e l'occasione giusta per nuocere, amore di nascosto riprese in mano l'arco, per vendicarsi amabilmente e punire in un sol colpo le mille offese a lui fatte.']"
"['Era la mia virtute al cor ristretta per far ivi et ne gli occhi sue difese, quando 'l colpo mortal là giú discese ove solea spuntarsi ogni saetta.']","['Io ero concentrato con tutta la mia forza di volontà a proteggere il cuore, e con esso gli occhi, quando il colpo mortale riuscì a cogliere il bersaglio, conficcandosi dove fin'ora ogni freccia aveva fallito.']"
"['Però, turbata nel primiero assalto, non ebbe tanto né vigor né spazio che potesse al bisogno prender l'arme,']","['Perciò turbata al primo attacco, non ebbe la forza né il tempo necessario a prendere le armi per difendersi; oppure ritirarsi sulla rocca della saggezza,']"
"['overo al poggio faticoso et alto ritrarmi accortamente da lo strazio del quale oggi vorrebbe, et non pò, aitarme.']","['tanto alta quanto faticosa da raggiungere, ma protetta dallo strazio contro il quale oggi vorrei e non posso difendermi.']"
"['Era il giorno ch'al sol si scoloraro per la pietà del suo factore i rai, quando i' fui preso, et non me ne guardai, ché i be' vostr'occhi, donna, mi legaro.']","['Era il venerdì santo quando fui conquistato dai vostri occhi e mi legai a te.']"
"['Tempo non mi parea da far riparo contra colpi d'Amor: però m'andai secur, senza sospetto; onde i miei guai nel commune dolor s'incominciaro.']","['Non mi pareva il momento di difendermi dai colpi dell'amore, e per questo me ne andavo sicuro.']"
"['Trovommi Amor del tutto disarmato et aperta la via per gli occhi al core, che di lagrime son fatti uscio et varco:']","['L'amore mi trovò disarmato e trovò aperta la via che, tramite gli occhi, va al cuore: questo fu l'inizio delle mie sofferenze,']"
"['però al mio parer non li fu honore ferir me de saetta in quello stato, a voi armata non mostrar pur l'arco.']","['diventate la fonte delle mie lacrime. Però, secondo me, non gli fu onorevole colpire me con una freccia mentre ero disarmato, e a voi Laura che eravate 'armata' non vi fu onorevole non mostrare l'arco.']"
"['Que' ch'infinita providentia et arte mostrò nel suo mirabil magistero, che crïò questo et quell'altro hemispero, et mansüeto piú Giove che Marte,']","['colui che mostrò una provvidenza e un'arte infinita con la sua meravigliosa opera di creazione del mondo, che creò l'uno e l'altro emisfero e diede a Giove la capacità di avere influssi più benevoli di Marte,']"
"['vegnendo in terra a 'lluminar le carte ch'avean molt'anni già celato il vero, tolse Giovanni da la rete et Piero, et nel regno del ciel fece lor parte.']","['si fece uomo con Cristo, per rischiarare le letture sacre; che avevano per molti anni tenuto nascosto il loro vero significato, e distolse Giovanni e Piero dal loro mestiere di pescatori, facendoli partecipi del regno dei cieli.']"
"['Di sé nascendo a Roma non fe' gratia, a Giudea sí, tanto sovr'ogni stato humiltate exaltar sempre gli piacque;']","['non diede a Roma l'onore di nascere in quella terra, ma in Giudea piuttosto, per far sì che fosse realizzata la sua volontà di rendere quella degli umili la condizione umana a lui prediletta!']"
"['ed or di picciol borgo un sol n'à dato, tal che natura e 'l luogo si ringratia onde sí bella donna al mondo nacque.']","['Così ora da una piccola terra ha fatto nascere un sole tale, che gli uomini ringraziano la natura e il luogo che hanno prodotto una donna così bella.']"
"['Quando io movo i sospiri a chiamar voi, e 'l nome che nel cor mi scrisse Amore, laudando s'incomincia udir di fore il suon de' primi dolci accenti suoi.']","['Quando io sospirando comincio a chiamarvi, e con voi il nome che Amore ha impresso sul mio cuore, tra le lodi si comincia a sentire da fuori il suono delle dolci lettere.']"
"['Vostro stato real, che 'ncontro poi, raddoppia a l'alta impresa il mio valore; ma: Taci, grida il fin, ché farle honore è d'altri homeri soma che da' tuoi.']","['Il vostro stato regale, che si ritrova poi, raddoppia il valore dell'intento di lodarvi; ma, è come se gridasse 'taci' l'ultima sillaba del nome: perché rendervi onore è un impegno troppo grande per le mie forze.']"
"['Cosí laudare et reverire insegna la voce stessa, pur ch'altri vi chiami, o d'ogni reverenza et d'onor degna:']","['Così il vostro stesso nome insegna a lodare e a riverire per il semplice fatto di pronunciarlo quando si parla, o persona degna di ogni riverenza e onore:']"
"['se non che forse Apollo si disdegna ch'a parlar de' suoi sempre verdi rami lingua mortal presumptüosa vegna.']","['perché Apollo vieta, che a parlare dei suo rami sempre verdi, sia la lingua di un essere mortale presuntuoso.']"
"['Sí travïato è 'l folle mi' desio a seguitar costei che 'n fuga è volta, et de' lacci d'Amor leggiera et sciolta vola dinanzi al lento correr mio,']","['Il mio folle desiderio è così traviato a forza di seguire lei che fugge, e che libera e senza il peso d'ogni vincolo d'amore sembra quasi volare in confronto al mio agire lento,']"
"['che quanto richiamando piú l'envio per la secura strada, men m'ascolta: né mi vale spronarlo, o dargli volta, ch'Amor per sua natura il fa restio.']","['che quando provo ad indirizzare l'amore verso una strada più sicura, non mi ascolta: a niente serve forzare lo stato delle cose, o mettergli le briglie, perchè tanto più l'amore, per sua natura, comincia a sfuggire al controllo della mia volontà;']"
"['Et poi che 'l fren per forza a sé raccoglie, i' mi rimango in signoria di lui, che mal mio grado a morte mi trasporta:']","['e poi quando a forza si strappa il freno, io vengo trascinato senza alcun controllo dove vuole lui, conducendomi senza possibilità di fermarlo verso la morte:']"
"['sol per venir al lauro onde si coglie acerbo frutto, che le piaghe altrui gustando afflige piú che non conforta.']","['ma giunge infine al lauro da cui pendono frutti acerbi, quel lauro che, quando lo si riesca a gustare, acuisce più che alleviare le ferite.']"
"['La gola e 'l sonno et l'otïose piume ànno del mondo ogni vertú sbandita, ond'è dal corso suo quasi smarrita nostra natura vinta dal costume;']","['La golosità, la pigrizia e le comodità dell'ozio hanno messo al bando ogni virtù che c'è nel mondo, per cui la nostra natura, vinta dalla moda comune,']"
"['et è sí spento ogni benigno lume del ciel, per cui s'informa humana vita, che per cosa mirabile s'addita chi vòl far d'Elicona nascer fiume.']","['ha quasi smarrito la sua retta via ed è ormai così spenta ogni bontà, che dà forma alla vita, che colui che si dedica alla poesia è additato come una persona strana.']"
"['Qual vaghezza di lauro, qual di mirto? Povera et nuda vai philosophia, dice la turba al vil guadagno intesa.']","['Chi desidera ancora l'alloro? chi il mirto? La filosofia va in giro povera e nuda, dice il popolo vilmente intento solo a guadagnare.']"
"['Pochi compagni avrai per l'altra via: tanto ti prego piú, gentile spirto, non lassar la magnanima tua impresa.']","['Avrai pochi compagni se segui l'altra via: quindi ti prego ancor di più, o uomo gentile, di non abbandonare la tua generosa impresa.']"
"['A pie' de' colli ove la bella vesta prese de le terrene membra pria la donna che colui ch'a te ne 'nvia spesso dal somno lagrimando desta,']","['Alle pendici dei colli dove nacque colei che spesso dal sonno fa destare in lacrime quello che ci manda a te in dono.']"
"['libere in pace passavam per questa vita mortal, ch'ogni animal desia, senza sospetto di trovar fra via cosa ch'al nostr'andar fosse molesta.']","['Noi passavamo libere e in pace per questa vita caduca che ogni animale desidera, senza timore d'insidie nè di sciagure.']"
"['Ma del misero stato ove noi semo condotte da la vita altra serena un sol conforto, et de la morte, avemo:']","['Abbiamo un solo conforto, ora che siamo qui in questo misero stato, provenendo da quell'altra vita libera e serena, ora che la nostra morte è vicina:']"
"['che vendetta è di lui ch'a ciò ne mena, lo qual in forza altrui presso a l'extremo riman legato con maggior catena.']","['e questo conforto è la vendetta verso colui che è cagione della nostra calamità: il quale è costretto a rimanere schiavo della volontà altrui, riddoto allo stremo, condannato ad una prigionia più dura che la nostra.']"
"['Quando 'l pianeta che distingue l'ore ad albergar col Tauro si ritorna, cade vertú da l'infiammate corna che veste il mondo di novel colore;']","['Quando il pianeta che serve alla divisione e alla misura del tempo ritorna nella costellazione del Toro, è come se discendesse dalle corna del detto Toro, infiammato dal Sole, una virtù che veste la Terra di un colore nuovo;']"
"['et non pur quel che s'apre a noi di fore, le rive e i colli, di fioretti adorna, ma dentro dove già mai non s'aggiorna gravido fa di sé il terrestro humore,']","['e non solo adorna quello che ci appare in superficie, le rive e i colli, ma anche dove non penetra la luce del giorno è come se fecondasse gli umori della Terra,']"
"['onde tal fructo et simile si colga: così costei, ch'è tra le donne un sole, in me movendo de' begli occhi i rai crïa d'amor penseri, atti et parole;']","['manifestando su di essi i suoi effetti; così lei, che mi appare tra le donne splendente come un Sole, genera pensieri d'amore dentro di me, come se si irradiassero dai suoi occhi come raggi;']"
"['ma come ch'ella gli governi o volga, primavera per me pur non è mai.']","['ma comunque ella muova e indirizzi i suoi occhi, mai accade che vengano indirizzati in modo tale che sia primavera per me.']"
"['Glorïosa columna in cui s'appoggia nostra speranza e 'l gran nome latino, ch'ancor non torse del vero camino l'ira di Giove per ventosa pioggia,']","['Colonna carica di gloria, a cui si appoggia la nostra speranza e la fama del grande passato romano, che ancora non ha deviato dal vero cammino neanche a causa dell'ira di Giove,']"
"['qui non palazzi, non theatro o loggia, ma 'n lor vece un abete, un faggio, un pino tra l'erba verde e 'l bel monte vicino, onde si scende poetando et poggia,']","['qui non ci sono palazzi, teatri o loggie ma al loro posto alberi sempre verdi, un abete, un faggio e un pino tra l'erba verde e il bel monte vicino da cui si sale e si scende recitando poesie,']"
"['levan di terra al ciel nostr'intellecto; e 'l rosigniuol che dolcemente all'ombra tutte le notti si lamenta et piagne,']","['elevando al cielo il nostro sapere; e l'usignolo, che dolcemente all'ombra tutte le notti piange e si lamenta,']"
"['d'amorosi penseri il cor ne 'ngombra: ma tanto ben sol tronchi, et fai imperfecto, tu che da noi, signor mio, ti scompagne.']","['riempie il cuore di pensieri di amore: ma, signor mio rendi vana e incompiuta tanta bellezza perché non sei in nostra compagnia.']"
"['Chi è questa che vèn, ch’ogn’om la mira, che fa tremar di chiaritate l’âre e mena seco Amor, sì che parlare null’omo pote, ma ciascun sospira?']","['Chi è costei che avanza e ogni uomo l’ammira, che fa vibrare di luminosità l’aria e porta con sé Amore così che nessun uomo può parlare, ma ciascuno sospira?']"
"['O Deo, che sembra quando li occhi gira, dical’Amor, ch’i’ nol savria contare: cotanto d’umiltà donna mi pare, ch’ogn’altra ver’ di lei i’ la chiam’ira.']","['O Dio, a che cosa può assomigliare quando volge lo sguardo, lo dica Amore, perchè io non lo saprei riferire: mi sembra a tal punto signora di umiltà, che ogni altra donna al suo confronto può essere chiamata superba.']"
"['Non si poria contar la sua piagenza, ch’a le’ s’inchin’ogni gentil vertute, e la beltate per sua dea la mostra.']","['Non si potrebbe raccontare la sua bellezza, dato che a lei si inchina ogni nobile virtù e la bellezza la indica come sua dea.']"
"['Non fu sì alta già la mente nostra e non si pose ’n noi tanta salute, che propiamente n’aviàn conoscenza.']","['La nostra mente non fu mai così elevata né fu posta in noi tanta grazia divina da poterne adeguatamente avere conoscenza.']"
"['La mia malinconia è tanta e tale,ch’i’ non discredo che, s’egli ’l sapesseun che mi fosse nemico mortale,che di me di pietade non piangesse.']","['La mia malinconia è così grande e grave,che credo che, se la conoscesseuno, che fosse mio nemico mortale,avrebbe pietà di me.']"
"['Quella, per cu’ m’avven, poco ne cale;che mi potrebbe, sed ella volesse,guarir ’n un punto di tutto ’l mie male,sed ella pur: – I’ t’odio – mi dicesse.']","['Quella, che me la provoca, non se ne cura;se lo volesse, mi potrebbeguarire in un momento di tutto il mio malese soltanto mi dicesse “ti odio”.']"
"['Ma quest’è la risposta c’ho da lei:ched ella non mi vol né mal né bene,e ched i’ vad’a far li fatti mei;']","['Ma la risposta che ho da lei è:che non mi vuole né bene né male,e che io vada a fare i fatti miei;']"
"['ch’ella non cura s’i’ ho gioi’ o pene,men ch’una paglia che le va tra’ piei:mal grado n’abbi Amor, ch’a le’ mi diène.']","['che ella non si cura se ho gioie o pene,più di un filo di paglia che le vada tra i piedi:maledetto sia Amore, che a lei mi diede.']"
"['Tre cose solamente m’ènno in grado,le quali posso non ben ben fornire:cioè la donna, la taverna e ’l dado;queste mi fanno ’l cuor lieto sentire.']","['Tre cose solamente mi piacciono,che però non posso avere come mi piacerebbe:cioè la donna, il cibo e il gioco ;queste mi fanno essere felice.']"
"['Ma sì me le convene usar di rado,ché la mie borsa mi mett’al mentire;e quando mi sovvien, tutto mi sbrado,ch’i’ perdo per moneta ’l mie disire.']","['Ma le devo usare raramente,perché non ho denari nella borsa;e quando penso a ciò, mi viene una rabbia da urlare,perché per colpa dei soldi non posso soddisfare i miei desideri.']"
"['E dico: – Dato li sia d’una lancia!-Ciò a mi’ padre, che mi tien sì magro,che tornare’ senza logro di Francia.']","['E dico : – Che gli venga un colpo!-Questo a mio padre, che mi tiene così a stecchetto,che non tornerei più magro da un viaggio in Francia.']"
"['Ché fora a torli un dinaro più agro,la man di pasqua che si dà la mancia,che far pigliar la gru ad un bozzagro.']","['Perché sarebbe più difficile tirargli fuori un soldo,la mattina di pasqua quando si dà la mancia,che far prendere a una poiana una gru.']"
"['Dante Alighier, Cecco, tu’ serv’amico,si raccomand’a te com’a segnore;e sì ti prego per lo dio d’Amore,il qual è stat’un tu’ signor antico,']","['Dante Alighieri, Cecco, tuo servo e amico,si raccomanda a te come al proprio signore ;e così ti prego per il dio Amore,che è stato un tuo antico signore,']"
"['che mi perdoni s’i’ spiacer ti dico,ché mi dà sicurtà ’l tu’ gentil cuore;quel ch’i’ vo dire è di questo tenore:ch’al tu’ sonetto in parte contraddico.']","['che tu mi perdoni se una cosa spiacevole cosa ti dico,ma il tuo cuore gentile mi rassicura :quello che voglio dire è questo :il tuo sonetto in una sua parte contraddico.']"
"['Ch’al meo parer nell’una muta diceche non intendi su’ sottil parlare,di que’ che vide la tua Beatrice;']","['Infatti secondo me in una terzina diceche tu non intendi le parole difficilidi quello* che vide la tua Beatrice ;']"
"['e puoi hai detto a le tue donne careche be lo ’ntendi: e dunque, contradicea sé medesmo questo tu’ trovare.']","['e poi dici alle tue care donneche bene lo intendi ; e dunque contraddicea sé stessa questa tua poesia.']"
"['«Rosa fresca aulentissima ch’apari inver’ la state,le donne ti disiano, pulzell’ e maritate:tràgemi d’este focora,']","['“Rosa fresca e profumatissima che appari all’inizio dell’estatele donne, giovani e maritate, ti desiderano :tirami fuori da questo fuoco,']"
"['se t’este a bolontate;per te non ajo abento notte e dia,penzando pur di voi, madonna mia».«Se di meve trabàgliti, follia lo ti fa fare.']","['se lo vuoi,notte e giorno non ho riposo per colpa tua,perché penso sempre a voi, madonna mia””Se soffri per me, è per follia.']"
"['Lo mar potresti arompere, a venti asemenare,l’abere d’esto secolo tutto quanto asembrare:avere me non pòteri a esto monno;']","['Puoi arare i mari, seminare i ventiraccogliere tutti i beni del mondoma non puoi avere me a questo mondo']"
"['avanti li cavelli m’aritonno».«Se li cavelli artónniti, avanti foss’io morto,ca’n issi si mi pèrdera lo solaccio e ’l diporto.']","['piuttosto mi taglio i capelli (e mi faccio monaca)””Se ti tagli i capelli (se ti fai monaca), piuttosto io muoio,perché con essi io perdo il mio conforto e piacere.']"
"['Quando ci passo e véjoti, rosa fresca de l’orto,bono conforto dónimi tuttore:']","['Quando passo da te e ti vedo, rosa fresca dell’orto,provo sempre piacere :']"
"['poniamo che s’ajúnga il nostro amore».«Che ’l nostro amore ajúngasi, non boglio m’atalenti:se ci ti trova pàremo cogli altri miei parenti,guarda non t’arigolgano questi forti correnti.']","['facciamo in modo di unire il nostro amore.”“Non voglio unire il nostro amore :se ti trova mio padre e gli altri miei parentiche corrono forte, fai in modo che non ti prendano']"
"['Como ti seppe bona la venutaconsiglio che ti guardi a la partuta».']","['se ti è piaciuto venire,ti consiglio di stare attento ad andartene.”']"
"['«Molte sono le femine c’hanno dura la testa,e l’omo con parabole l’adímina1 e amonesta:tanto intorno procazzala fin che·ll’ha in sua podesta.']","['”Ci sono molte femmine che hanno la testa dura,e l’uomo con le parole le domina e le ammonisce :tanto la insegue finché non l’ha in suo potere.']"
"['Femina d’omo non si può tenere:guàrdati, bella, pur de ripentere».']","['La femmina non può trattenersi di fronte all’uomo :stai attenta, bella, a non pentirtene”']"
"['«K’eo ne pur ripentésseme? davanti foss’io aucisaca nulla bona femina per me fosse ripresa!Aersera passàstici, correnno a la distesa.']","['”Che io me ne possa pentire ? Possa essere uccisapiuttosto che una donna debba essere incolpata per causa mia !Ieri sera sei passato di qui, correndo a più non posso.']"
"['Aquístati riposa, canzonieri:le tue parole a me non piaccion gueri».«Quante sono le schiantora che m’ha’ mise a lo core,e solo purpenzànnome la dia quanno vo fore!']","['Riposati, canzoniere :le tue parole non mi piacciono affatto””Quanti affanni mi hai messo nel cuore,sempre ci penso il giorno quando esco!']"
"['Femina d’esto secolo tanto non amai ancorequant’amo teve, rosa invidïata:ben credo che mi fosti distinata».']","['Non ho ancora amato una donna di questo mondoquanto amo te, rosa invidiata :io credo proprio che mi sei stata destinata”']"
"['«Poi tanto trabagliàstiti, faccioti meo pregheriche tu vadi adomànnimi a mia mare e a mon peri.']","['Visto che hai tanto faticato, ti faccio questa preghieravai a domandarmi a mia madre e a mio padre']"
"['Se dare mi ti degnano, menami a lo mosteri,e sposami davanti da la jente;']","['Se loro si degnano di darmi a te, portami in chiesa,e sposami davanti alla gente ;']"
"['e poi farò le tuo comannamente».«Di ciò che dici, vítama, neiente non ti bale,ca de le tuo parabole fatto n’ho ponti e scale.']","['e poi farò quello che vuoi”“Quello che dici non ti serve a nulla,delle tue parole faccio ponti e scale.']"
"['Penne penzasti mettere, sonti cadute l’ale;e dato t’ajo la bolta sottana.']","['Hai pensato di avere le penne e ti sono cadute le ali;ti ho messo sotto.']"
"['Dunque, se poti, tèniti villana».«En paura non mettermi di nullo manganiello:istòmi ’n esta grorïa d’esto forte castiello;prezzo le tuo parabole meno che d’un zitello.']","['Dunque, se puoi, trattieniti femmina villana.“Non ho paura di teme ne sto nella fortezza del mio castello;le tue parole per me valgono meno di quelle di un bambino.']"
"['Se tu no levi e va’tine di quaci,se tu ci fosse morto, ben mi chiaci».']","['Se non ti alzi e te ne vai via di qui,se tu morissi, mi piacerebbe molto”']"
"['«Dunque vorresti, vítama, ca per te fosse strutto?Se morto essere débboci od intagliato tutto,']","['“Dunque vorresti, vita mia, che io morissi per te ?Se devo morire o essere ferito,']"
"['di quaci non mi mòssera se non ai’ de lo fruttolo quale stäo ne lo tuo jardino:disïolo la sera e lo matino».']","['non mi muovo di qui se non ho il fruttoche sta nel tuo giardino :lo desidero la sera e il mattino”']"
"['«Se tu no levi e va’tine co la maladizione,li frati miei ti trovano dentro chissa magione.']","['“Se non ti alzi e te ne vai alla malora,i miei fratelli ti trovano dentro questa casa.']"
"['bello mi soffero pèrdici la persone,ca meve se’ venuto a sormonare;parente néd amico non t’ha aitare».']","['che mi sei venuto a prendere in giro,nessun parente o amico ti aiuterà”']"
"['«A meve non aítano amici né parenti:istrani’ mi so’, càrama, enfra esta bona jente.Or fa un anno, vítama, che ’ntrata mi se’ [‘n] mente.Di canno ti vististi lo maiuto,bella, da quello jorno so’ feruto».']","['“A me non mi aiutano né amici né parentisono straniero, cara mia, tra questa brava gente.È un anno ormai, vita mia, che mi sei entrata nella mente.Da quando ti sei vestita con il “maiuto”,bella, da quel giorno sono ferito”']"
"['«Di tanno ’namoràstiti,tu Iuda lo traíto,como se fosse porpore, iscarlato o sciamito?S’a le Va[n]gele júrimi che mi sï’ a marito,avere me non pòter’a esto monno:avanti in mare jíttomi al perfonno».']","['“Ti sei tanto innamorato, Giuda traditore,come se fossi porpora, scarlatto o sciamito ?Se non giuri sul Vangelo che sei mio marito,non mi puoi avere a questo mondo,piuttosto mi butto in fondo al mare.”']"
"['«Se tu nel mare gíttiti, donna cortese e fina,dereto mi ti mísera per tutta la marina,e da poi c’anegàsseti, trobàrati a la renasolo per questa cosa adimpretare:conteco m’ajo aggiungere a peccare».']","['“se ti butti in mare, donna cortese e bella,mi metto dietro a te per tutta la marina,e dopo che sei annegata, ti trovo sulla spiaggiasolo per ottenere questa cosa :con te mi unirò per peccare”']"
"['«Segnomi in Patre e ’n Filio ed in santo Matteo:so ca non se’ tu retico o figlio di giudeo,e cotale parabole non udi’ dire anch’eo.Morta si è la femina a lo ’ntutto,pèrdeci lo saboro e lo disdotto».']","['“In nome del Padre del Figlio e di San Matteoso che non sei eretico o ebreo,e parole così non le ho mai sentite.Se la femmina è morta,ci perdi il sapore e il piacere”']"
"['«Bene lo saccio, càrama: altro non pozzo fare.Se quisso non arcòmplimi, làssone lo cantare.Fallo, mia donna, plàzzati, ché bene lo puoi fare.Ancora tu no m’ami, molto t’amo,sí m’hai preso come lo pesce a l’amo».']","['“Lo so bene, cara mia : ma non posso fare altrimenti.Se non mi accontenti, lasciami cantare.Fallo, donna mia, ti piacerà, perché lo puoi fare bene.Tu ancora non mi ami, io molto ti amo,così mi hai preso come un pesce all’amo”']"
"['«Sazzo che m’ami, e àmoti di core paladino.Lèvati suso e vatene, tornaci a lo matino.Se ciò che dico fàcemi, di bon cor t’amo e fino.Quisso t’ad imprometto sanza faglia:te’ la mia fede che m’hai in tua baglia».']","['“Lo so che mi ami, ti amo con il cuore generoso.Su alzati e vattene, torna qui domattina.Se fai quello che ti dico, ti amo con cuore buono e puro.Questo te lo prometto senza fallo :abbia la mia fede che sono in tuo potere”']"
"['«Per zo che dici, càrama, neiente non mi movo.Intanti prenni e scànnami: tolli esto cortel novo.Esto fatto far pòtesi intanti scalfi un uovo.Arcompli mi’ talento, amica bella,ché l’arma co lo core mi si ’nfella».']","['“Per quello che mi dici, cara mia, non mi muovo affatto.Intanto prendi e scannami : ecco questo coltello nuovo,puoi farlo mentre cuoci un uovo.Fai quello che desidero, amica bella,perché l’arma insieme con il cuore mi diviene amara”']"
"['«Ben sazzo, l’arma dòleti, com’omo ch’ave arsura.Esto fatto non pòtesi per null’altra misura:se non ha’ le Vangeli e, che mo ti dico ’Jura’,avere me non puoi in tua podesta;intanti pren[n]i e tagliami la testa».']","['“So bene che l’arma ti fa male, come un uomo che ha sete.Questo non si può fare in nessun altro modo :se non hai i Vangeli, su cui ora ti dico “Giura”,non mi puoi avere ;intanto prendimi e tagliami la testa”']"
"['«Le Vangeli e, càrama? ch’io le porto in seno:a lo mostero présile (non ci era lo patrino).Sovr’esto libro júroti mai non ti vegno meno.Arcompli mi’ talento in caritate,ché l’arma me ne sta in suttilitate».']","['“I Vangeli, cara mia ? Li porto in petto :li ho presi in chiesa (il prete non c’era).Su questo libro ti giuro che non ti tradirò.Ti prego accontentami ;perché l’arma mi si assottiglia”']"
"['«Meo sire, poi juràstimi, eo tutta quanta incenno.Sono a la tua presenz[ï]a, da voi non mi difenno.S’eo minespreso8 àjoti, merzé, a voi m’arenno.A lo letto ne gimo a la bon’ora,ché chissa cosa n’è data in ventura».']","['“Mio signore, dopo che hai giurato, mi incendio tutta.Sono qui davanti a te, non mi difendo.Se ti ho disprezzato, perdono, mi arrendo.Andiamo finalmente al letto,perché così è stabilito che sia.”']"
"['Nel mezzo del cammin di nostra vitami ritrovai per una selva oscura,ché la diritta via era smarrita.']","['A metà del percorso della vita umana, mi ritrovai per una oscura foresta, poiché avevo smarrito la giusta strada.']"
"['Ahi quanto a dir qual era è cosa duraesta selva selvaggia e aspra e forteche nel pensier rinova la paura!']","['Ahimè, è difficile descrivere com'era quella foresta, selvaggia, inestricabile e tremenda, tale che al solo pensiero fa tornare la paura.']"
"['Tant’è amara che poco è più morte;ma per trattar del ben ch’i’ vi trovai,dirò de l’altre cose ch’i’ v’ho scorte.']","['È così spaventosa che la morte lo è poco di più: ma per descrivere il bene che vi trovai dentro, dirò quali altre cose ho visto in essa.']"
"['Io non so ben ridir com’i’ v’intrai,tant’era pien di sonno a quel puntoche la verace via abbandonai.']","['Non sono in grado di spiegare come vi sia entrato, tanto ero pieno di sonno nel momento in cui lasciai la giusta strada.']"
